file_name,mol_len,atom_coords,vibrationalfrequence,smiles_basic,smiles_stereo,inchi_basic,inchi_stereo,A,B,C,miu,alpha,homo,lumo,gap,R2,zpve,Uo,U,H,G,Cv
dsgdb9nsd_000391.xyz,20,"C	 0.0934382561	 1.5570538216	 0.039466089	-0.391221
C	-0.0245282205	 0.0298707614	-0.0008086718	-0.162917
C	-1.4657205498	-0.5146024779	-0.0404637222	 0.06514
C	-2.2060631188	-0.0845244874	-1.3152919933	-0.389037
C	-1.4546608745	-2.0463010959	 0.1293538766	-0.162932
C	-2.8332738681	-2.6918608681	 0.3040269499	-0.391226
H	 1.138712569	 1.8648001521	 0.1446246573	 0.110233
H	-0.293430572	 2.024853855	-0.8708339913	 0.117151
H	-0.4611738151	 1.9738995118	 0.8880423638	 0.111491
H	 0.526557312	-0.3572443153	-0.8695802529	 0.089652
H	 0.4779536346	-0.3848992014	 0.8825907622	 0.088814
H	-2.0032768688	-0.0902521479	 0.8221018452	 0.063978
H	-1.7082088477	-0.4846969102	-2.2074431417	 0.108237
H	-3.2394926582	-0.4421646232	-1.3232600939	 0.112655
H	-2.2415031127	 1.0039390503	-1.4149791925	 0.11264
H	-0.9461574127	-2.4968551071	-0.7347919274	 0.089655
H	-0.8376456398	-2.2931503385	 1.0030056749	 0.08882
H	-2.7395865804	-3.7654079845	 0.4965888329	 0.110231
H	-3.3722487217	-2.2497917004	 1.1499160004	 0.111482
H	-3.4594701308	-2.5742676543	-0.585458565	 0.117155",80.3167	86.4676	202.9879	203.3251	237.7645	271.5512	318.9587	385.4644	434.2287	453.5963	767.8782	771.8163	821.587	885.8391	959.8784	973.3208	992.3587	1031.2948	1057.6195	1063.685	1174.8867	1175.8851	1202.1116	1281.0462	1307.6951	1315.3433	1371.7531	1381.4858	1385.7501	1411.4022	1413.313	1416.9663	1477.21	1487.1435	1496.0101	1498.1305	1501.8069	1508.4497	1508.6023	1518.7539	2979.8558	3004.2158	3011.1688	3028.8135	3031.5083	3033.109	3038.7878	3047.284	3095.6798	3095.7385	3096.5646	3103.0852	3108.4234	3113.986,CCC(C)CC,CCC(C)CC,"1S/C6H14/c1-4-6(3)5-2/h6H,4-5H2,1-3H3","1S/C6H14/c1-4-6(3)5-2/h6H,4-5H2,1-3H3",6.53322,1.83734,1.58068,0.067,67.19,-0.303,0.0843,0.3874,855.476,0.188227,-236.916125,-236.907738,-236.906794,-236.948351,30.015
dsgdb9nsd_000392.xyz,18,"C	-0.0773141448	 1.5372581865	 0.0598372788	-0.387397
C	 0.012011829	 0.0102102265	-0.0248079719	-0.171659
C	 0.7720053581	-0.5178742962	-1.2541462561	 0.056906
C	 2.2477146787	-0.0982315351	-1.2739012152	-0.389646
C	 0.6414467865	-2.0399791892	-1.333805645	-0.076757
O	 1.2192937628	-2.4841249758	-2.5539419869	-0.42438
H	 0.9085175896	 1.9984860773	 0.1707168565	 0.119527
H	-0.5405134381	 1.9557909005	-0.8407897463	 0.113904
H	-0.682157702	 1.8459146788	 0.9182703913	 0.110522
H	 0.4886482012	-0.377772006	 0.8864663977	 0.091063
H	-1.0052058704	-0.4031635466	-0.0341889812	 0.08994
H	 0.2875856409	-0.1161909276	-2.15588712	 0.078461
H	 2.7553840533	-0.4185730779	-0.3550916449	 0.102807
H	 2.7599888878	-0.5597134271	-2.1208519732	 0.132609
H	 2.360364035	 0.9862653647	-1.3562528689	 0.109565
H	 1.146665319	-2.4976774479	-0.4662183594	 0.07957
H	-0.4226174118	-2.3215431711	-1.2792218479	 0.079632
H	 1.2022702052	-3.445096124	-2.5629216175	 0.285332",89.7373	114.6678	212.4105	216.99	243.051	266.6753	304.8101	388.5984	432.8861	488.319	777.3444	827.5496	914.1297	927.7443	976.5098	1015.9817	1036.7512	1082.5546	1132.5308	1171.0865	1192.268	1248.5184	1268.8897	1304.3293	1322.3853	1381.2095	1383.2117	1407.3466	1415.1829	1458.9282	1484.5064	1494.3921	1501.199	1507.4789	1514.3765	1520.5704	2953.4618	2982.4988	3004.0416	3010.7484	3028.9196	3034.2857	3042.8298	3098.5333	3098.97	3109.9233	3130.0992	3835.7406,CCC(C)CO,CC[C@@H](C)CO,"1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3","1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3/t5-/m1/s1",6.83866,1.88641,1.61861,1.3482,60.09,-0.2625,0.0783,0.3408,798.4108,0.164837,-272.838189,-272.830053,-272.829108,-272.870013,28.743
dsgdb9nsd_000393.xyz,18,"C	 0.0615057372	 1.5544186433	 0.0222507203	-0.384263
C	-0.0076895767	 0.0259386449	 0.0209061172	-0.170424
C	-1.4380998434	-0.5168722143	-0.0084111913	 0.159212
C	-1.47181013	-2.0439031567	-0.1174172362	-0.401172
O	-2.0735290332	-0.0613840606	 1.1822800604	-0.242532
C	-3.4797331365	-0.0739108547	 1.1481074413	-0.233562
H	 1.0971489076	 1.9032720897	 0.0782272407	 0.10727
H	-0.3811107789	 1.9712630707	-0.8897972134	 0.10659
H	-0.4853777636	 1.9602918179	 0.8766274957	 0.131719
H	 0.5325367677	-0.3776192841	-0.843891361	 0.090702
H	 0.4874972597	-0.3722336496	 0.9155417204	 0.102222
H	-1.9641530948	-0.0837403002	-0.8782618093	 0.057038
H	-2.4962723414	-2.4267971736	-0.1314689671	 0.113349
H	-0.9835297035	-2.3735908086	-1.0400731649	 0.112951
H	-0.9494395293	-2.495771218	 0.7319186462	 0.121584
H	-3.8290378963	 0.381273984	 2.0787805051	 0.124401
H	-3.871937419	 0.5109735535	 0.3007441943	 0.10111
H	-3.8971414454	-1.0897640835	 1.0837037315	 0.103804",77.928	109.1203	184.7627	212.7734	221.3703	270.257	302.5834	389.483	488.7688	492.8022	758.9431	826.6267	892.1139	972.9631	996.343	1032.8238	1119.6959	1131.5377	1148.7196	1180.9104	1195.7602	1231.6055	1305.8155	1328.748	1380.9525	1395.5214	1404.5382	1406.6368	1474.1661	1478.2473	1484.2135	1494.7472	1495.6158	1504.9579	1510.7223	1512.8369	2939.7946	2973.3574	3020.0436	3027.3242	3035.1968	3039.5519	3064.8695	3098.9201	3105.5099	3109.244	3114.2734	3126.6154,CCC(C)OC,CC[C@@H](C)OC,"1S/C5H12O/c1-4-5(2)6-3/h5H,4H2,1-3H3","1S/C5H12O/c1-4-5(2)6-3/h5H,4H2,1-3H3/t5-/m1/s1",4.54162,2.61906,1.81897,1.0377,60.6,-0.248,0.0861,0.3341,743.1891,0.164188,-272.834623,-272.826448,-272.825504,-272.866669,28.45
dsgdb9nsd_000394.xyz,18,"C	-0.0042606099	 1.5602121221	 0.0832661964	-0.379848
C	-0.0083761369	 0.0326608495	-0.0099421287	-0.185356
C	 0.7115513319	-0.5005672123	-1.2552026643	 0.155174
O	 2.0643855872	-0.0434558886	-1.3099293272	-0.429123
C	 0.6331234842	-2.028450177	-1.3680447377	-0.185364
C	 1.2826345421	-2.5748778943	-2.6414953667	-0.379848
H	 1.0185406346	 1.9442153099	 0.0485467493	 0.126577
H	-0.5527479518	 2.0060376401	-0.7539543331	 0.113225
H	-0.4729800785	 1.9038575248	 1.0102989087	 0.107201
H	 0.4708477237	-0.3985347551	 0.8819094077	 0.08244
H	-1.0391672317	-0.3438029143	-0.010592819	 0.09449
H	 0.2470195957	-0.0574223425	-2.1471487009	 0.082126
H	 2.521423543	-0.4070383426	-0.5425332023	 0.274368
H	 1.1154208666	-2.4691815092	-0.4825310371	 0.08244
H	-0.420448576	-2.33169939	-1.3203224243	 0.094493
H	 0.760433364	-2.2138084238	-3.5345075745	 0.113228
H	 2.3228190723	-2.2467467668	-2.713136226	 0.126575
H	 1.2613191995	-3.66864251	-2.6616029003	 0.107203",100.6492	115.6299	188.9912	210.1891	231.2745	305.2184	319.2684	391.7927	467.5587	509.5111	771.9846	777.6384	853.4622	937.5083	974.2413	1014.126	1039.5481	1064.7305	1102.7703	1126.0156	1169.0455	1255.7265	1276.3245	1304.7478	1360.1775	1373.9393	1392.7992	1405.3659	1405.655	1423.4785	1474.4549	1486.6972	1495.2014	1495.6429	1509.2407	1510.2849	2995.44	2998.6665	3021.4953	3036.1449	3037.5551	3042.7852	3055.6617	3100.741	3101.2458	3121.2944	3122.088	3788.357,CCC(O)CC,CCC(O)CC,"1S/C5H12O/c1-3-5(6)4-2/h5-6H,3-4H2,1-2H3","1S/C5H12O/c1-3-5(6)4-2/h5-6H,3-4H2,1-2H3",7.30037,1.88258,1.63985,1.4336,60.24,-0.2621,0.0721,0.3342,805.7386,0.164626,-272.844804,-272.836705,-272.835761,-272.876509,28.828
dsgdb9nsd_000395.xyz,16,"C	-0.0549454709	 1.5530769924	-0.0413442409	-0.378363
C	-0.0148185836	 0.0229381252	-0.0031639056	-0.197313
C	-1.4008948798	-0.6163222814	 0.0717027481	 0.114245
O	-2.2251075273	-0.2578159833	-1.0474491666	-0.438391
C	-1.3605293735	-2.142530941	 0.1814787983	-0.060885
O	-2.662467558	-2.6850546447	 0.1784659376	-0.425297
H	 0.94926138	 1.9731919986	-0.1489515498	 0.112865
H	-0.6665394852	 1.9039666738	-0.8769523685	 0.12618
H	-0.491042648	 1.9567643934	 0.8786700794	 0.119254
H	 0.5033913247	-0.3618178841	-0.8942538143	 0.088749
H	 0.5735776027	-0.3183761593	 0.857951921	 0.104506
H	-1.9462726448	-0.2239424303	 0.9389719037	 0.096027
H	-1.7312582339	-0.4683412817	-1.8495334557	 0.280982
H	-0.7525512876	-2.5461479664	-0.6505141099	 0.068342
H	-0.8751045787	-2.4463543368	 1.1157466955	 0.105249
H	-3.1518739761	-2.1588608444	-0.4679104826	 0.28385",102.1062	140.8016	190.4591	226.6713	309.6545	354.2296	398.7206	464.201	515.079	556.7253	778.2706	849.259	931.7178	989.1034	1018.8564	1083.5702	1099.1034	1112.643	1149.6057	1210.0855	1261.6395	1289.2486	1333.8862	1377.671	1389.6213	1408.8605	1423.7335	1445.3734	1481.2306	1497.1657	1506.7332	1510.1913	2925.0055	3001.0643	3039.8576	3041.4338	3050.8032	3067.6304	3106.1666	3120.3521	3758.9554	3779.8824,CCC(O)CO,CC[C@@H](O)CO,"1S/C4H10O2/c1-2-4(6)3-5/h4-6H,2-3H2,1H3","1S/C4H10O2/c1-2-4(6)3-5/h4-6H,2-3H2,1H3/t4-/m1/s1",7.70308,1.93499,1.67435,2.3512,52.93,-0.256,0.0618,0.3178,748.8236,0.141924,-308.768073,-308.760556,-308.759611,-308.799183,26.859
dsgdb9nsd_000396.xyz,16,"C	-0.1667862476	 1.2593226054	-0.007562418	-0.233981
O	 0.1412060245	-0.1145308233	-0.0250749691	-0.261531
C	 0.7303542009	-0.6301542595	 1.1682417107	 0.121184
C	-0.2787457374	-0.748607573	 2.3119562438	-0.396844
C	 1.2971797066	-1.9896225519	 0.7510085591	-0.058723
O	 0.2875425369	-2.8396125245	 0.2414085456	-0.422736
H	 0.7169696786	 1.8677387802	 0.2397888569	 0.105624
H	-0.5058323057	 1.5260195781	-1.011912804	 0.128052
H	-0.9660511712	 1.5062418417	 0.7053143489	 0.110902
H	 1.5660778031	 0.0228186655	 1.4721144022	 0.061402
H	-0.7396165306	 0.2136644023	 2.5503570096	 0.112512
H	-1.0618079537	-1.4618446165	 2.0435984405	 0.135356
H	 0.2213122991	-1.1087549858	 3.2168261522	 0.115999
H	 2.0937806045	-1.8258592997	 0.0090123237	 0.08844
H	 1.7371082878	-2.4955488742	 1.6166414664	 0.103458
H	-0.166585246	-2.3231186048	-0.4353447187	 0.290887",70.5778	122.8602	194.8662	209.5868	245.2352	346.314	353.4909	446.1793	461.3199	655.3096	802.7994	904.1567	921.4726	1004.937	1077.5772	1122.2293	1137.1276	1164.3947	1182.8295	1205.5931	1256.4456	1348.9046	1369.4823	1384.605	1411.3282	1435.0511	1477.6507	1482.4578	1493.8131	1496.6918	1505.246	1513.0749	2960.1794	2981.2942	2989.6582	3032.4026	3046.562	3079.1079	3109.6731	3112.0074	3132.8893	3791.7234,COC(C)CO,CO[C@@H](C)CO,"1S/C4H10O2/c1-4(3-5)6-2/h4-5H,3H2,1-2H3","1S/C4H10O2/c1-4(3-5)6-2/h4-5H,3H2,1-2H3/t4-/m0/s1",5.34544,2.4935,2.04825,2.2435,53.28,-0.2545,0.079,0.3335,670.6307,0.141335,-308.757315,-308.74959,-308.748646,-308.788936,26.699
dsgdb9nsd_000397.xyz,14,"O	 0.0534459977	 1.3855206475	-0.0483502759	-0.420306
C	 0.090672885	-0.02427995	 0.0009634316	-0.066445
C	-1.3143347482	-0.6097052004	 0.1084301971	 0.071015
O	-2.1275563541	-0.1112176904	-0.9708537722	-0.446614
C	-1.370450465	-2.1344432404	 0.1273057681	-0.066432
O	-2.7028133184	-2.5950950224	 0.1902416531	-0.420306
H	-0.6985055819	 1.6092839301	-0.6113255992	 0.286453
H	 0.5918790973	-0.446109416	-0.890655576	 0.075205
H	 0.6893082858	-0.3083808564	 0.8734678296	 0.114647
H	-1.7997528783	-0.2196340616	 1.0095204012	 0.111077
H	-1.738912562	-0.4297198957	-1.796481748	 0.285398
H	-0.8494195783	-2.5274155846	-0.766133536	 0.075206
H	-0.8446609735	-2.5239708247	 1.006027735	 0.114645
H	-3.2090969661	-2.0163900551	-0.3938978184	 0.286456",121.6692	144.9866	190.6738	303.8647	376.803	402.2459	454.6999	468.0595	519.4396	594.5039	848.9444	907.2001	1047.9204	1061.5894	1095.022	1099.7904	1119.9875	1200.9111	1216.0851	1275.3359	1310.3147	1372.992	1386.2024	1423.0551	1440.1856	1449.8125	1502.3488	1511.788	2922.1337	2935.2098	3063.6753	3063.6922	3079.1209	3761.3012	3772.8278	3777.1045,OCC(O)CO,OCC(O)CO,"1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2","1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2",8.07928,1.9819,1.70664,1.7715,45.75,-0.2606,0.049,0.3096,694.4975,0.118969,-344.689237,-344.682195,-344.681251,-344.719856,25.116
dsgdb9nsd_000398.xyz,14,"C	-0.0333215906	 1.5095986406	 0.0044678337	-0.455691
C	 0.0076471221	-0.0115406183	 0.0025013757	 0.185076
C	 1.3455677023	-0.6978502185	-0.2344265144	-0.286768
C	 0.7362752626	-0.7160589193	 1.1382805503	-0.286773
C	-1.167638917	-0.6516202755	-0.5277413733	 0.278002
C	-2.1602411397	-1.1641168621	-0.9748808684	-0.477123
H	 0.892653475	 1.917869051	 0.4211621977	 0.112602
H	-0.1514453456	 1.8987431651	-1.0115833086	 0.127965
H	-0.8701014063	 1.8773132974	 0.6064073627	 0.12797
H	 1.3429614218	-1.6168029619	-0.8080379138	 0.125866
H	 2.2007847337	-0.0544302493	-0.4118030466	 0.116223
H	 1.1722120988	-0.085212754	 1.905642475	 0.116229
H	 0.3182271879	-1.6474336545	 1.5006147378	 0.125865
H	-3.033244285	-1.6222598108	-1.3684188279	 0.190557",172.0706	198.2794	235.019	336.1659	336.5985	535.1092	543.7745	582.6215	641.2936	656.2226	788.5014	841.7467	921.2082	943.5544	954.802	1046.2381	1075.7266	1078.1832	1118.4505	1194.2684	1291.1466	1324.1028	1416.0582	1465.5755	1487.0084	1497.7467	1503.0297	2233.3385	3034.8507	3106.4224	3108.3762	3136.5865	3140.9517	3222.0172	3236.3713	3504.5795,CC1(CC1)C#C,CC1(CC1)C#C,"1S/C6H8/c1-3-6(2)4-5-6/h1H,4-5H2,2H3","1S/C6H8/c1-3-6(2)4-5-6/h1H,4-5H2,2H3",5.65815,3.06401,2.39381,0.7654,59.61,-0.24,0.0571,0.2972,582.3195,0.118255,-233.255259,-233.2487,-233.247756,-233.284774,24.638
dsgdb9nsd_000399.xyz,13,"C	-0.0414657747	 1.513353692	 0.0001512881	-0.456561
C	 0.0125151067	-0.0066605858	 0.0065699365	 0.191953
C	 1.3418779954	-0.706425784	-0.2362377227	-0.283193
C	 0.7382212768	-0.7221887408	 1.1366222102	-0.283181
C	-1.1644456375	-0.6553228481	-0.5180253956	 0.233412
N	-2.1145620128	-1.1618989069	-0.9418774999	-0.345061
H	 0.8856284189	 1.9211909964	 0.4127726022	 0.12324
H	-0.1622021461	 1.8980886527	-1.0166772622	 0.140117
H	-0.8759059589	 1.8795388153	 0.6052479232	 0.140111
H	 1.3317419315	-1.6244013998	-0.8111688827	 0.141253
H	 2.1943091189	-0.0625799866	-0.4224090072	 0.128339
H	 1.1715951679	-0.0891613882	 1.902963745	 0.128321
H	 0.3155202439	-1.6509515261	 1.5000190451	 0.141249",184.3767	198.3378	237.6107	332.2084	336.8222	571.2504	580.3068	651.4079	788.4542	850.7557	913.3244	951.1557	960.1805	1052.0954	1080.6203	1086.3245	1122.8713	1194.9185	1294.6706	1324.3027	1420.3382	1467.8272	1487.4214	1499.145	1502.9109	2349.3213	3042.2402	3115.4339	3118.5394	3143.045	3146.6698	3228.5586	3242.2653,CC1(CC1)C#N,CC1(CC1)C#N,"1S/C5H7N/c1-5(4-6)2-3-5/h2-3H2,1H3","1S/C5H7N/c1-5(4-6)2-3-5/h2-3H2,1H3",5.6186,3.15251,2.43943,4.1425,54.31,-0.2853,0.037,0.3224,559.2985,0.108158,-249.363808,-249.357626,-249.356681,-249.393152,22.416
dsgdb9nsd_000400.xyz,13,"C	-0.0374453892	 1.5006891159	 0.0116328948	-0.459332
C	-0.0002197118	-0.017582723	-0.028314253	 0.112333
C	 0.7467474878	-0.6908532255	-1.1346487568	-0.259782
N	 1.2886073284	-0.7085530297	 0.2294251289	-0.328019
C	-1.1629917818	-0.6644119013	 0.5326791396	 0.337349
C	-2.1571725601	-1.1629230278	 0.9886739039	-0.456187
H	 0.8534319041	 1.9200829436	-0.467408076	 0.111879
H	-0.919591213	 1.8827227233	-0.5108746272	 0.136599
H	-0.0785956819	 1.8593040092	 1.0449151598	 0.135415
H	 0.4058090984	-1.6537844458	-1.5015881344	 0.129365
H	 1.2089299744	-0.0505523088	-1.8822491367	 0.113796
H	 2.0209041203	-0.0073714742	 0.3210550757	 0.231411
H	-3.0251154658	-1.6194421958	 1.3958172615	 0.195173",174.1565	201.0495	239.4389	352.1493	369.2182	535.8541	559.2925	613.1102	650.5572	663.1575	820.8805	896.534	934.8127	979.5672	1009.9227	1058.7101	1121.9671	1146.3198	1263.5722	1313.4669	1357.8126	1414.8927	1480.8664	1500.6737	1508.5661	2240.4628	3033.8009	3106.5699	3109.7313	3110.0559	3201.9649	3489.5226	3503.5439,CC1(CN1)C#C,C[C@]1(CN1)C#C,"1S/C5H7N/c1-3-5(2)4-6-5/h1,6H,4H2,2H3","1S/C5H7N/c1-3-5(2)4-6-5/h1,6H,4H2,2H3/t5-/m1/s1",5.918,3.08345,2.40985,1.9146,56.,-0.2444,0.0441,0.2885,564.5299,0.106988,-249.293044,-249.286674,-249.285729,-249.322437,23.611
dsgdb9nsd_000401.xyz,12,"C	-0.0438317742	 1.507929851	 0.0139652932	-0.461269
C	 0.0040377252	-0.0080269606	-0.0327633185	 0.155157
C	 0.745127005	-0.6973603699	-1.1329604062	-0.255329
N	 1.2726702747	-0.7183387669	 0.234059921	-0.31807
C	-1.1668679491	-0.6610330647	 0.5223880887	 0.281065
N	-2.1238242694	-1.1491795488	 0.9488984265	-0.334788
H	 0.8474966646	 1.9261580992	-0.4635694658	 0.123091
H	-0.9249889338	 1.8884603199	-0.5107622886	 0.149123
H	-0.085723141	 1.8641959055	 1.0476039213	 0.147558
H	 0.3943656054	-1.6558503926	-1.5016088195	 0.14548
H	 1.2132638827	-0.0581939514	-1.8771717822	 0.126216
H	 2.0161108299	-0.0319153909	 0.3426220004	 0.241767",185.6459	202.6062	244.9536	352.0316	361.6521	567.5015	587.8572	659.2255	829.0597	888.2207	939.1059	980.8355	1010.9583	1059.8983	1128.3302	1151.6235	1258.2526	1318.3149	1358.7635	1419.2795	1481.027	1500.7514	1510.346	2359.8093	3040.1831	3114.972	3116.3516	3117.3163	3209.5793	3498.3622,CC1(CN1)C#N,C[C@]1(CN1)C#N,"1S/C4H6N2/c1-4(2-5)3-6-4/h6H,3H2,1H3","1S/C4H6N2/c1-4(2-5)3-6-4/h6H,3H2,1H3/t4-/m1/s1",5.87456,3.17277,2.45596,4.9191,50.81,-0.2743,0.0226,0.2969,541.8201,0.096715,-265.399968,-265.393944,-265.393,-265.429201,21.524
dsgdb9nsd_000402.xyz,12,"C	-0.020810039	 1.5071427232	 0.0165191375	-0.465353
C	-0.0184946359	-0.0053394634	-0.0593729976	 0.231184
C	 0.7668072841	-0.7031443922	-1.099398464	-0.207003
O	 1.2426258141	-0.6343748545	 0.2404629508	-0.256479
C	-1.1810923412	-0.6630847764	 0.4934624952	 0.297739
C	-2.1648703905	-1.17240021	 0.9596341641	-0.44279
H	 0.899642978	 1.9049917025	-0.4174405809	 0.129435
H	-0.8788884835	 1.9173719824	-0.5241481888	 0.133324
H	-0.0869749002	 1.8341912951	 1.0581119002	 0.139699
H	 0.451034535	-1.6883262716	-1.4370071062	 0.123246
H	 1.3171983286	-0.1077872794	-1.8275722046	 0.116179
H	-3.0277638094	-1.6351510156	 1.3710732642	 0.200817",171.0502	190.6185	226.3289	354.9523	369.3047	540.0733	557.1986	623.9917	662.9509	671.9896	812.3639	905.5119	928.2946	1032.0024	1099.0093	1137.4151	1166.5107	1258.5378	1364.3381	1410.3213	1478.6867	1493.6212	1520.3664	2239.5242	3045.8531	3081.7762	3118.1323	3131.0479	3175.5556	3502.3723,CC1(CO1)C#C,C[C@]1(CO1)C#C,"1S/C5H6O/c1-3-5(2)4-6-5/h1H,4H2,2H3","1S/C5H6O/c1-3-5(2)4-6-5/h1H,4H2,2H3/t5-/m1/s1",6.03973,3.14206,2.43199,1.7508,52.23,-0.2616,0.0263,0.2879,548.2216,0.094019,-269.176124,-269.169791,-269.168847,-269.205558,22.957
dsgdb9nsd_000403.xyz,11,"C	-0.0253668322	 1.5141427098	 0.0223385623	-0.463013
C	-0.0122318528	 0.0047464832	-0.0645636349	 0.264794
C	 0.7621430565	-0.7122595933	-1.0988873497	-0.200744
O	 1.2233401782	-0.6452637034	 0.2478245296	-0.242437
C	-1.1908123773	-0.6587510708	 0.4745246881	 0.255723
N	-2.1432851263	-1.1560340699	 0.8998481857	-0.325407
H	 0.8943962678	 1.9136617217	-0.4104262108	 0.140363
H	-0.8838215125	 1.9235655535	-0.5178301298	 0.146252
H	-0.0909240426	 1.8355323636	 1.0654439143	 0.152414
H	 0.4336900124	-1.6931122517	-1.435244359	 0.141335
H	 1.3250847288	-0.1225336127	-1.8205080957	 0.13072",182.2231	189.4863	239.5004	352.066	367.4793	570.4916	586.1274	666.4276	829.2023	897.1839	930.2207	1032.8576	1103.3092	1138.0978	1170.3211	1255.1225	1368.5834	1415.119	1478.4504	1492.9809	1521.0228	2359.7413	3050.524	3093.0031	3124.0964	3138.35	3189.7973,CC1(CO1)C#N,C[C@]1(CO1)C#N,"1S/C4H5NO/c1-4(2-5)3-6-4/h3H2,1H3","1S/C4H5NO/c1-4(2-5)3-6-4/h3H2,1H3/t4-/m1/s1",5.99149,3.23476,2.47902,3.8379,47.2,-0.3007,0.0031,0.3038,525.818,0.083704,-285.281032,-285.275044,-285.2741,-285.310299,20.903
dsgdb9nsd_000404.xyz,12,"N	-0.0888282143	 1.4312074156	-0.0007258311	-0.55552
C	-0.0195700317	-0.0085002003	-0.0057959219	 0.180824
C	-0.4691346499	-0.7119156255	 1.2630021998	-0.272861
C	-1.3440858063	-0.7497456028	 0.0465624575	-0.272819
C	 1.0566807083	-0.6195388137	-0.7611934248	 0.224744
N	 1.9321991551	-1.060005833	-1.3773170377	-0.346639
H	 0.7665399894	 1.8276591809	 0.3783813322	 0.244157
H	-0.186766463	 1.7864688957	-0.9476863338	 0.244155
H	 0.0565218852	-1.613638486	 1.5523045154	 0.139537
H	-0.7537642221	-0.0521034224	 2.0735377187	 0.137451
H	-2.2219906066	-0.1154176647	 0.0317685192	 0.137442
H	-1.4241808441	-1.6776751237	-0.5062890835	 0.139529",185.1107	207.7942	291.5997	362.0616	388.1209	576.1789	597.2785	666.6305	782.1431	863.7407	876.4923	910.7374	950.4779	1036.7312	1072.1183	1091.2659	1196.7633	1275.2874	1275.6743	1322.6324	1452.6678	1485.0859	1665.7607	2338.2341	3149.7859	3153.0336	3240.0027	3252.9673	3490.095	3566.2998,NC1(CC1)C#N,NC1(CC1)C#N,"1S/C4H6N2/c5-3-4(6)1-2-4/h1-2,6H2","1S/C4H6N2/c5-3-4(6)1-2-4/h1-2,6H2",5.89466,3.14775,2.48009,3.0748,51.03,-0.2722,0.029,0.3012,537.6808,0.09733,-265.408147,-265.402167,-265.401223,-265.437265,21.894
dsgdb9nsd_000405.xyz,12,"O	-0.0593283048	 1.3735816301	-0.073134681	-0.44268
C	 0.0015377584	-0.0277256881	-0.0178912088	 0.243346
C	-0.4671974108	-0.700548086	 1.2632813336	-0.313287
C	-1.347024927	-0.6959570912	 0.0390329751	-0.28994
C	 1.0726919798	-0.6300353868	-0.7698263175	 0.305981
C	 1.9952960848	-1.1021755736	-1.380629093	-0.500705
H	 0.7676683685	 1.7151743248	 0.2856896224	 0.28678
H	 0.0108892289	-1.6267253852	 1.5596404454	 0.126035
H	-0.731932203	-0.0289134727	 2.0719810531	 0.123217
H	-2.1946965997	-0.0206674288	 0.0313177995	 0.133043
H	-1.4799237904	-1.6180075771	-0.5132617483	 0.130009
H	 2.7991072152	-1.5234993553	-1.9318914504	 0.198201",174.4471	202.8816	319.7737	371.6352	381.8536	548.4902	567.3609	591.4785	674.6483	679.4014	773.3349	887.9357	917.9478	926.4827	997.7772	1054.0212	1080.8445	1193.7516	1241.8443	1285.8969	1375.8742	1448.5975	1485.3096	2231.7691	3139.9912	3147.7142	3230.8022	3246.0301	3502.5705	3796.391,OC1(CC1)C#C,OC1(CC1)C#C,"1S/C5H6O/c1-2-5(6)3-4-5/h1,6H,3-4H2","1S/C5H6O/c1-2-5(6)3-4-5/h1,6H,3-4H2",6.13748,3.07004,2.45758,1.2031,52.54,-0.2424,0.035,0.2774,544.2268,0.094491,-269.176442,-269.170213,-269.169268,-269.205661,23.372
dsgdb9nsd_000406.xyz,11,"O	-0.0485023841	 1.3746641256	-0.0698426214	-0.438479
C	-0.0019156923	-0.0182411101	-0.0033849638	 0.27696
C	-0.4694185969	-0.7093461282	 1.267068998	-0.310305
C	-1.3429947688	-0.7034031146	 0.0407563587	-0.284434
C	 1.0722781496	-0.6295573864	-0.7582632677	 0.232351
N	 1.9520278258	-1.0972764773	-1.3458687851	-0.342018
H	 0.7346958984	 1.7262307662	 0.3700582777	 0.297703
H	 0.0172597512	-1.6326239703	 1.5581535467	 0.142144
H	-0.7366002494	-0.0429273844	 2.0789987283	 0.135319
H	-2.1921268218	-0.0304978072	 0.0268220819	 0.145575
H	-1.4643963717	-1.6220287933	-0.5197090233	 0.145184",182.5149	210.7333	337.564	369.0871	390.5304	575.5258	595.7872	669.454	772.3218	893.7233	911.6095	936.9603	1005.9982	1062.7179	1088.5593	1194.115	1254.7119	1290.266	1373.8399	1450.5119	1485.026	2348.7841	3144.7616	3152.4192	3236.4073	3251.1802	3790.8599,OC1(CC1)C#N,OC1(CC1)C#N,"1S/C4H5NO/c5-3-4(6)1-2-4/h6H,1-2H2","1S/C4H5NO/c5-3-4(6)1-2-4/h6H,1-2H2",6.09849,3.15469,2.5059,3.5524,47.42,-0.2828,0.0136,0.2964,521.6025,0.084237,-285.282853,-285.276998,-285.276054,-285.311886,21.226
