smiles_gdb,smiles_b3lyp,atom_coords,vibrationalfrequence,A,B,C,miu,alpha,homo,lumo,gap,R2,zpve,Uo,U,H,G,Cv
CC1CC(N1)C#N,C[C@H]1C[C@@H](N1)C#N,"C	-0.2902032048	1.4707254308	0.0506245706	-0.406614
C	0.0438072773	-0.0153205917	-0.0088901132	0.071525
C	0.849472007	-0.4612746309	-1.2602806474	-0.254801
C	2.0943927436	-0.4890795093	-0.3245925911	-0.10894
N	1.1862824056	-0.4523157369	0.8417105732	-0.311209
C	2.9723478725	-1.6590044602	-0.3924726337	0.290863
N	3.6700826151	-2.5775140777	-0.4653329293	-0.323427
H	0.5836283054	2.0901045789	-0.1824741619	0.11648
H	-1.081184253	1.7197219762	-0.6651354719	0.126071
H	-0.6471609572	1.7484413024	1.0486549343	0.124287
H	-0.8590438833	-0.6032973272	0.1888281992	0.087385
H	0.5778828913	-1.4514096501	-1.6255550452	0.135006
H	0.8974110785	0.239602169	-2.0941544829	0.118193
H	2.7184085341	0.4057657293	-0.4508803497	0.112371
H	1.460341988	0.1872737474	1.580391929	0.222809",77.3685	155.7845	241.6353	253.4025	338.3315	396.2144	537.8059	560.6701	632.0259	779.1964	810.2808	904.7117	913.0424	957.8121	1001.5594	1041.9656	1084.2262	1107.1429	1138.0786	1179.947	1248.7724	1259.8881	1310.6631	1342.5862	1365.4971	1408.6856	1418.1188	1485.7089	1493.1176	1496.3062	2356.4627	3010.4107	3024.2091	3038.7913	3093.7089	3094.9534	3098.2417	3154.9309	3523.6325,8.68697,1.5115,1.416,4.9629,61.78,-0.2491,0.0181,0.2672,857.3534,0.126064,-304.691748,-304.684761,-304.683817,-304.722776,25.318
CC1CC(O1)C#C,C[C@H]1C[C@@H](O1)C#C,"C	-0.5018125236	1.3452352496	0.1292360322	-0.399926
C	0.2211022008	0.0201534171	0.0094490374	0.176817
C	0.9398426803	-0.3102692555	-1.3167935776	-0.309171
C	2.2184422248	-0.409327051	-0.4414202179	-0.032043
O	1.4808485362	0.0111256359	0.7335159878	-0.297731
C	2.8164253633	-1.7296369199	-0.308835062	0.339027
C	3.310381007	-2.8212388636	-0.2104755649	-0.466913
H	0.1221934698	2.1645697151	-0.2412914279	0.119142
H	-1.4335789277	1.325899388	-0.4470293019	0.117038
H	-0.7518219965	1.5497718901	1.1749856785	0.130461
H	-0.4217133964	-0.796709359	0.3646450547	0.082391
H	0.6413767582	-1.2312946247	-1.8161537339	0.12144
H	0.9616487034	0.5110017519	-2.0355858642	0.111782
H	2.9981169694	0.3221220375	-0.6877433328	0.106158
H	3.7507520709	-3.7831650415	-0.1170738775	0.201528",48.0089	153.4807	221.1083	229.1657	326.5274	399.7301	507.7236	554.5904	619.0141	667.0501	739.3581	791.7627	890.5264	896.6661	937.1989	986.1347	1028.6243	1089.1415	1102.854	1135.3514	1202.8331	1252.6141	1259.2886	1319.7042	1359.1944	1391.5693	1410.6636	1482.042	1488.7091	1494.5565	2233.1711	3008.7224	3023.622	3032.412	3083.7545	3104.9859	3112.4123	3149.4084	3502.8478,8.53206,1.55615,1.46178,1.7829,63.48,-0.2522,0.026,0.2782,851.7717,0.12356,-308.467642,-308.460336,-308.459392,-308.499218,26.488
CC1CC(O1)C#N,C[C@H]1C[C@@H](O1)C#N,"C	-0.4849093696	1.3687987711	0.114911365	-0.401675
C	0.2219103725	0.0364716642	0.0077194019	0.16959
C	0.9391480013	-0.3204897684	-1.3147473471	-0.309057
C	2.2044112304	-0.4429432831	-0.4279068362	0.003337
O	1.4912704472	0.023558623	0.7283723653	-0.289346
C	2.7301109669	-1.8039444036	-0.2599937458	0.272439
N	3.1425746788	-2.8771226506	-0.1427412661	-0.3167
H	0.1470163262	2.1780277251	-0.263548582	0.123185
H	-1.4162707928	1.3511765394	-0.4614984314	0.124823
H	-0.7339598848	1.5844588292	1.1583583897	0.137818
H	-0.4210982216	-0.7725903176	0.3767594996	0.095795
H	0.6178304012	-1.2312381541	-1.8182539593	0.136588
H	0.9950876439	0.5004285462	-2.0312183954	0.124079
H	3.0369610304	0.2209314491	-0.6867757182	0.129126",54.7943	161.6994	227.6451	233.6806	333.5599	412.1634	526.609	576.0472	743.0654	785.0242	885.4792	892.575	938.0038	998.0594	1030.9656	1087.8246	1098.7089	1138.2635	1203.5774	1252.6127	1260.7912	1318.3238	1358.7404	1393.0366	1413.0364	1481.7573	1488.8672	1494.8633	2354.7909	3025.1694	3036.0215	3045.7233	3091.2423	3109.7246	3117.0672	3156.2603,8.46064,1.57516,1.48102,4.4437,58.19,-0.2781,0.0038,0.2819,823.6716,0.113284,-324.573632,-324.566693,-324.565749,-324.604927,24.444
CN1CC(C1)C#N,CN1CC(C1)C#N,"C	-0.0209920114	1.4959993261	0.0411222196	-0.322298
N	-0.0295470209	0.0523575147	0.127444039	-0.067246
C	-1.2666160418	-0.6210822052	0.5574967324	-0.173124
C	-0.3840600235	-1.670645508	1.2960166466	-0.151083
C	0.7379863595	-0.5942303015	1.2052302223	-0.173124
C	-0.801718423	-2.1254719308	2.6074379057	0.267639
N	-1.135762344	-2.4804271883	3.6559483323	-0.324956
H	0.9857325053	1.8444791752	-0.2114253426	0.128034
H	-0.697772004	1.8219292024	-0.7554024317	0.128034
H	-0.3314551142	1.988688912	0.9815191625	0.098381
H	-1.866983236	-0.0323925666	1.2692765502	0.107502
H	-1.9110748147	-0.9829185526	-0.2488943002	0.119691
H	-0.1658512022	-2.5278908625	0.6562436024	0.135358
H	1.7409643995	-0.9339982958	0.9311644373	0.119691
H	0.7939530691	0.0032508109	2.1290867368	0.107502",91.3798	171.0826	230.1844	260.5116	335.9501	350.4203	515.0565	555.727	602.0652	770.9951	897.4808	956.1698	984.8487	1009.4919	1064.3349	1096.1466	1127.5589	1149.0956	1201.5661	1230.5274	1232.3193	1239.7142	1302.6679	1338.5406	1362.4542	1452.5517	1486.2444	1499.2172	1504.9319	1531.1489	2357.7708	2934.779	2976.9359	2986.1146	3062.4604	3076.8718	3078.4854	3102.0411	3104.1512,7.72364,1.5112,1.45166,3.6113,62.74,-0.2348,0.0245,0.2593,853.6152,0.125823,-304.686811,-304.679865,-304.678921,-304.71775,24.908
OC1CC(C1)C#C,O[C@H]1C[C@@H](C1)C#C,"O	0.6276710933	0.5656912649	-0.7193964049	-0.428663
C	-0.0936903787	-0.2960243006	0.1184149424	0.183681
C	0.0638029072	-0.2020071949	1.6583438876	-0.266894
C	-1.4612741691	-0.5457574658	1.7890860628	-0.184784
C	-1.6251799658	-0.1204393262	0.2880058818	-0.266894
C	-1.7359012824	-1.9473347769	2.0439272964	0.348266
C	-1.9559696402	-3.1124684864	2.2463533948	-0.488876
H	0.4483880693	1.4713490409	-0.4446126406	0.276348
H	0.1380504957	-1.3070177023	-0.2273682059	0.107159
H	0.7780903226	-0.862879262	2.1510555601	0.115864
H	0.2490657015	0.8309735156	1.9723838315	0.094083
H	-2.0104958069	0.0733645144	2.5028558614	0.104068
H	-1.9098590659	0.9352370478	0.2209172577	0.094074
H	-2.2910668536	-0.7146150649	-0.3391085462	0.115859
H	-2.1559361671	-4.1386497135	2.4314272711	0.19671",82.7139	171.929	231.1584	307.3278	389.981	416.5604	486.0748	530.0702	617.4701	626.3094	665.9098	799.135	818.9098	902.3872	920.5194	980.1296	996.405	1080.9601	1085.7556	1147.1446	1165.4488	1172.2446	1244.3443	1261.6726	1287.3905	1327.4343	1352.9661	1434.7577	1468.6169	1494.9606	2232.5414	3048.096	3050.4641	3071.8449	3082.1929	3128.2499	3130.9994	3504.2329	3804.0256,6.78626,1.55044,1.52269,1.4885,62.85,-0.2555,0.0467,0.3022,831.0734,0.124204,-308.469081,-308.461956,-308.461012,-308.500053,26.835
OC1CC(C1)C#N,O[C@H]1C[C@@H](C1)C#N,"O	0.4391671175	0.9548905035	-0.5771360971	-0.425413
C	-0.0640666449	-0.1529116902	0.1228429939	0.154996
C	0.0290566343	-0.161481043	1.675610192	-0.265322
C	-1.4607587104	-0.6440586538	1.7193774203	-0.169295
C	-1.601162833	-0.1638150598	0.2347588412	-0.241377
C	-1.6065477758	-2.0814403383	1.8901457665	0.272622
N	-1.714453288	-3.2257351365	2.0200139792	-0.327492
H	1.384496694	0.8345094059	-0.7107159223	0.288592
H	0.3068641053	-1.0985741916	-0.2945665225	0.089599
H	0.7769163847	-0.7952785544	2.1542380236	0.120547
H	0.1062266888	0.8599183719	2.0555476077	0.12104
H	-2.1016980628	-0.1374195336	2.4433594849	0.127509
H	-1.9849769329	0.858433829	0.2043561806	0.127337
H	-2.1683150367	-0.7925768191	-0.451728738	0.126656",77.9501	179.4119	233.525	264.9272	367.1846	432.7302	498.8478	566.57	679.203	792.6431	822.7044	902.0922	923.0981	973.5052	996.6554	1077.5192	1102.5166	1147.6656	1170.5813	1189.3464	1248.2814	1266.3816	1271.7024	1322.3602	1344.6322	1435.2796	1467.871	1495.5683	2351.0794	3014.254	3074.167	3081.286	3094.3054	3140.6425	3147.3242	3822.2972,7.11335,1.56205,1.51535,3.4877,57.94,-0.2768,0.0312,0.308,807.4133,0.113854,-324.577613,-324.570767,-324.569823,-324.608547,24.798
CC1CC(C1)C=O,C[C@H]1C[C@@H](C1)C=O,"C	-0.3023792599	1.4790108145	-0.0199906905	-0.393113
C	0.0094634498	-0.013615547	0.0163331613	0.034476
C	1.1996236376	-0.4437183768	-0.8899403478	-0.250816
C	2.129935628	-0.4916814876	0.3644110027	-0.046755
C	0.8432445015	-0.4660183315	1.2504895013	-0.250853
C	3.0038408586	-1.7048655162	0.4973102912	0.157461
O	4.1918374928	-1.6979962115	0.6948736659	-0.25337
H	0.600254844	2.0808508823	0.1369892114	0.117388
H	-0.7301184054	1.7682513796	-0.9860881733	0.117142
H	-1.0216227706	1.7498544044	0.7605811925	0.117145
H	-0.9114767123	-0.5822165806	-0.1429327347	0.07188
H	1.0556841643	-1.4376331933	-1.3261212691	0.103936
H	1.499008486	0.2430613571	-1.6853631973	0.109276
H	2.7448019134	0.4029007123	0.476103952	0.091344
H	0.8664383542	0.2036049036	2.1136446783	0.10928
H	0.569184938	-1.4680834396	1.5962832947	0.103939
H	2.44565084	-2.6686418398	0.3948685415	0.061639",64.0517	77.7849	249.5119	264.5943	284.0832	363.3093	365.2596	479.1313	712.4646	799.0726	799.9715	891.481	909.2686	912.7272	924.9176	1007.9111	1029.9135	1083.5524	1093.8917	1140.6925	1183.0495	1238.7384	1238.9228	1265.1814	1270.7438	1280.8067	1320.3899	1370.6973	1409.847	1428.1392	1468.6018	1488.8829	1497.6671	1497.7465	1829.9472	2825.8796	3024.8202	3044.6653	3046.0708	3058.9122	3093.5815	3094.2681	3095.4244	3105.8183	3113.9175,7.45043,1.39811,1.34015,3.0097,65.49,-0.245,-0.0211,0.2238,930.7486,0.147503,-309.722373,-309.714878,-309.713934,-309.754416,26.943
CC1CC(O1)C=O,C[C@H]1C[C@@H](O1)C=O,"C	-0.5241220188	1.4021722785	-0.1305504006	-0.397726
C	0.1316947471	0.039532883	-0.1884543473	0.170218
C	1.294025054	-0.1722446827	-1.1871825779	-0.309565
C	2.1202848604	-0.502487901	0.0663091971	0.059261
O	1.0205481156	-0.1920409405	0.9463588589	-0.314031
C	2.5447343954	-1.9493246604	0.2380480754	0.131655
O	2.8753935888	-2.6736688951	-0.6645071357	-0.235958
H	0.2290357934	2.1956895554	-0.1000957253	0.120954
H	-1.1587048402	1.5557481348	-1.0103101034	0.120578
H	-1.1509447787	1.4880079104	0.762385895	0.130925
H	-0.6299939303	-0.7503270178	-0.2313017231	0.084625
H	1.1959491966	-0.9943031976	-1.8965658238	0.131549
H	1.6035198946	0.7328315197	-1.7120510476	0.112819
H	2.9940066328	0.1377400912	0.2623544927	0.10327
H	2.5118943593	-2.2943239077	1.2961665158	0.091427",45.7291	87.3244	183.4943	233.5898	311.9238	356.6285	469.1787	585.3028	718.7927	804.5355	875.5596	904.0278	910.515	959.9761	1037.3797	1048.617	1091.1392	1108.4682	1141.3397	1200.1861	1252.6305	1255.726	1318.4253	1343.1892	1389.892	1401.2544	1411.3005	1482.4109	1491.874	1498.0002	1831.9522	2887.3645	2990.1793	3014.2424	3034.1735	3087.3396	3107.3408	3114.059	3146.635,7.74872,1.5955,1.45819,2.1092,57.62,-0.2428,-0.0304,0.2124,839.2452,0.123321,-345.646965,-345.639631,-345.638687,-345.679153,25.381
CC1CN(C1)C=O,CC1CN(C1)C=O,"C	0.2207591439	1.5380082204	0.0604565017	-0.402965
C	-0.0842909876	0.0497518751	-0.0042117671	0.016283
C	0.8208250675	-0.8084175869	-0.9463028877	-0.192604
N	1.2188795099	-1.5916343238	0.2245952775	-0.03019
C	0.429724016	-0.8229504221	1.1845587753	-0.180106
C	2.0895053307	-2.6027260167	0.4222926673	0.12982
O	2.3370700511	-3.0975455402	1.5039829076	-0.333298
H	1.2840709805	1.713990425	0.2577559602	0.12367
H	-0.0330745086	2.0353558371	-0.8817064113	0.121802
H	-0.3518256502	2.0221296771	0.858540694	0.124907
H	-1.1460146298	-0.1131161366	-0.2027686593	0.088338
H	0.2954428693	-1.3825309804	-1.7175127087	0.115447
H	1.6433773163	-0.2540350008	-1.4149826866	0.112779
H	1.0395077081	-0.290588846	1.9236772471	0.119773
H	-0.3233832625	-1.415817144	1.7130831155	0.122233
H	2.5560995854	-2.9383051072	-0.5278713456	0.06411",30.015	90.2628	178.5501	246.0916	301.1701	345.1614	394.1031	533.31	743.1937	819.3808	893.2179	894.3543	926.722	948.5596	1034.71	1085.5406	1123.7147	1146.5083	1156.7784	1195.2651	1215.2339	1276.3945	1288.6026	1318.9111	1372.5441	1402.5559	1414.8111	1452.9493	1495.6154	1496.9029	1509.417	1527.0973	1790.99	2912.3076	3017.3748	3029.0084	3036.2499	3060.7079	3074.2412	3084.6924	3100.7591	3104.7598,7.31115,1.54713,1.40089,4.3386,63.33,-0.2386,0.0278,0.2664,879.5528,0.136847,-325.790782,-325.783318,-325.782374,-325.823431,25.699
OC1CC(C1)C=O,O[C@H]1C[C@@H](C1)C=O,"O	0.6038070266	0.6954487789	-0.7134344588	-0.427462
C	-0.068840388	-0.2382202077	0.0853911966	0.179543
C	0.0989009613	-0.2070367191	1.6276856656	-0.283315
C	-1.4211607067	-0.5565619638	1.7730760628	-0.091527
C	-1.605503304	-0.1361816729	0.2752835329	-0.283284
C	-1.6671919464	-2.0216200552	2.0060899743	0.171868
O	-2.3735991521	-2.472093708	2.8711825446	-0.254189
H	0.3872463662	1.5783093063	-0.3942967794	0.278271
H	0.2100227225	-1.2165912415	-0.317320296	0.10039
H	0.8295876415	-0.882210738	2.0800790757	0.115241
H	0.2917512612	0.8082394905	1.9881511665	0.107136
H	-1.9853557918	0.0110990355	2.5137530419	0.094903
H	-1.9480209657	0.9013456957	0.2110182559	0.107143
H	-2.2451487755	-0.7543842206	-0.3596146034	0.115261
H	-1.132298579	-2.70029255	1.2979075809	0.070022",77.4539	88.7485	260.0085	287.7828	312.6499	402.1675	416.9299	462.9117	670.1392	804.1039	865.7347	883.3386	897.7795	960.0329	985.5399	1040.853	1088.5386	1094.5064	1143.688	1194.3256	1202.0528	1251.3133	1263.7657	1283.8577	1308.8433	1341.4359	1435.4661	1442.9579	1464.2992	1489.4418	1831.0687	2837.6948	3051.4011	3054.5973	3068.228	3106.4118	3109.8811	3115.9844	3800.5663,8.09937,1.41001,1.34165,2.352,58.03,-0.2509,-0.0229,0.228,878.0989,0.123924,-345.646914,-345.639701,-345.638757,-345.67851,25.835
OC1CN(C1)C=O,OC1CN(C1)C=O,"O	0.2902187846	1.2981445523	-0.4115883541	-0.419928
C	0.0136907352	-0.0071109882	0.0203741604	0.105962
C	0.1086478047	-0.2818782378	1.5604194543	-0.208154
N	-1.3140876919	-0.622356677	1.5266314252	-0.042477
C	-1.5105994932	-0.2716735041	0.1209643504	-0.174904
C	-2.2068395221	-1.0120650572	2.460897585	0.132976
O	-3.3889904321	-1.1926699061	2.2497059266	-0.330519
H	1.2432801117	1.4002852299	-0.4981307459	0.291014
H	0.5464328567	-0.7566796072	-0.5760187864	0.085711
H	0.7692477379	-1.0984710595	1.8714523134	0.113858
H	0.3402089936	0.6234181074	2.1339053472	0.118271
H	-2.1066009269	0.6347061562	-0.0276276338	0.135
H	-1.9148533385	-1.0801113127	-0.4942355003	0.126982
H	-1.7297157398	-1.1602463059	3.4522471581	0.066207",28.6048	104.5463	183.3665	281.1815	311.8624	387.4807	434.6597	536.6018	748.2094	828.0789	876.2126	953.6742	979.4683	1032.8098	1050.4788	1136.6959	1152.724	1181.5195	1198.4361	1242.4284	1278.6738	1305.3064	1315.3894	1398.1292	1434.5139	1461.1832	1496.3135	1515.8603	1792.2729	2915.9184	3022.9159	3034.8536	3050.3118	3077.1968	3102.572	3821.3717,7.86939,1.55277,1.3938,5.0584,56.39,-0.2411,0.0243,0.2654,834.4061,0.113161,-361.712798,-361.705598,-361.704654,-361.745193,24.546
CN=C1CC(C)O1,CN=C1C[C@@H](C)O1,"C	-0.3681125221	1.5033425514	0.1834164099	-0.338121
N	-0.3854425498	0.0479709662	0.2362231168	-0.325661
C	0.5383807436	-0.5498139528	0.8289834108	0.465914
C	0.868842559	-1.9989862796	1.106429114	-0.39617
C	2.0912678572	-1.4123819703	1.8498703321	0.151159
C	3.4735285005	-1.7195945124	1.3191855759	-0.398208
O	1.6538005749	-0.0562742264	1.4924349195	-0.278098
H	0.4831855673	1.9617756002	0.7002170902	0.124402
H	-0.3563135847	1.8240451649	-0.8643123814	0.125241
H	-1.294821145	1.8885758287	0.6231188691	0.125275
H	0.137547188	-2.5302525416	1.7176646067	0.133763
H	1.1022540588	-2.5929715289	0.2199999185	0.13144
H	2.0473947288	-1.5267161892	2.9377118458	0.093029
H	3.5077577136	-1.6012215653	0.2318255981	0.127865
H	4.215155462	-1.0489987536	1.7632009991	0.133837
H	3.7520625482	-2.7495344014	1.5665062749	0.124333",80.008	87.5476	194.1385	218.8164	246.4971	339.3815	424.4714	516.9002	562.5096	700.9775	810.351	887.9497	907.35	956.9405	1030.0073	1062.3213	1074.7746	1117.5927	1124.8944	1134.9345	1183.8581	1200.8335	1245.8095	1319.034	1382.1445	1413.212	1439.8006	1468.3344	1484.4702	1494.9817	1495.4705	1497.7092	1848.6151	3016.0024	3037.4937	3056.8574	3080.3453	3080.9996	3085.6411	3110.726	3118.1843	3136.0273,6.98282,1.65194,1.46159,2.3552,64.23,-0.2449,0.0348,0.2797,872.6199,0.135949,-325.781161,-325.773546,-325.772601,-325.813146,26.737
CCC1CC(=N)O1,CC[C@H]1C[C]([NH])O1,"C	-0.0827948613	1.6366187768	-0.0017313186	-0.383715
C	-0.0251191437	0.1447208347	-0.3418482507	-0.190493
C	-1.2967165515	-0.5910586455	0.0282364192	0.148576
C	-1.2758392179	-2.1350233683	0.0416191101	-0.384828
C	-1.5229451842	-1.9714771424	1.5261980508	0.440623
N	-1.6791702501	-2.7585281337	2.4897552745	-0.540191
O	-1.5316195132	-0.5926335913	1.4841453431	-0.265169
H	0.8563278664	2.1350524984	-0.2578372243	0.117939
H	-0.8882884891	2.1375814876	-0.5497965509	0.116889
H	-0.2646457156	1.7796806335	1.0671999221	0.138929
H	0.1443341765	0.0033577522	-1.4174459363	0.105288
H	0.8176912248	-0.3295470225	0.176162367	0.106979
H	-2.1690080327	-0.1543169425	-0.4698572267	0.091205
H	-2.0767985977	-2.637018531	-0.5029533195	0.136727
H	-0.3180014466	-2.5932243872	-0.2133710999	0.134818
H	-1.8333235342	-2.2474644688	3.3610602503	0.226423",85.6175	115.4142	201.6242	241.2531	377.4948	415.2779	491.4051	505.138	698.2849	790.6095	810.0363	869.0576	911.8131	944.009	961.9963	1008.6862	1023.8385	1073.873	1094.9456	1109.404	1197.7112	1225.9752	1243.5368	1290.7232	1314.1329	1359.616	1408.8032	1412.8592	1465.4226	1474.8516	1498.4697	1508.2288	1823.4428	3022.9187	3038.553	3047.9714	3067.178	3084.5893	3106.8039	3120.7732	3139.9987	3471.8948,6.85766,1.62409,1.43308,2.8517,62.59,-0.2592,0.0306,0.2898,871.1532,0.136814,-325.787161,-325.779995,-325.779051,-325.818536,26.07
CCC1CC(=O)C1,CCC1CC(=O)C1,"C	0.0886213505	1.4815345079	-0.1783667943	-0.380126
C	-0.0087195044	-0.0298617205	0.0484833969	-0.191557
C	-1.4444165029	-0.5355684344	0.1336951915	0.04711
C	-2.2956394343	-0.5153177679	-1.1795373019	-0.354847
C	-2.67797546	-1.9761136996	-0.8933957436	0.404423
O	-3.5054257477	-2.7184760584	-1.3356718066	-0.289761
C	-1.6531820447	-2.0800716622	0.2469509987	-0.369086
H	1.1312328428	1.8074966784	-0.2416003158	0.115974
H	-0.4093310958	1.7770337801	-1.108287351	0.119638
H	-0.3848041495	2.0351038218	0.6400629163	0.116554
H	0.507622763	-0.55993714	-0.7640338867	0.093422
H	0.5210356926	-0.2982765568	0.9717001192	0.100421
H	-1.974304883	-0.0166410618	0.9391796639	0.079137
H	-3.1251258573	0.1919550658	-1.2570809835	0.127506
H	-1.6838175663	-0.4312141567	-2.0859407784	0.12699
H	-0.7702028478	-2.6555967375	-0.0558311752	0.127074
H	-2.0236396852	-2.4880377883	1.1909207305	0.127127",55.0664	108.9797	190.9504	237.5137	355.6915	381.0001	424.191	491.4638	642.1116	668.3162	744.1444	786.8119	904.8052	916.6554	969.634	971.3678	995.5274	1073.5365	1083.7015	1134.1579	1144.7662	1192.8506	1220.2118	1238.5457	1265.052	1300.397	1343.2338	1388.2521	1412.8138	1427.7888	1448.1816	1485.8808	1498.8088	1506.5062	1893.2327	3009.068	3031.1893	3039.4229	3041.5472	3046.2984	3057.456	3097.7733	3104.9984	3108.401	3110.1872,7.52443,1.42914,1.27779,2.9522,64.9,-0.2392,-0.0162,0.223,946.2511,0.147052,-309.735489,-309.727948,-309.727004,-309.767494,27.467
CCC1CC(=O)N1,CC[C@H]1CC(=O)N1,"C	0.0646998125	1.550861973	-0.0933907533	-0.385301
C	-0.1354496215	0.0407721925	0.0635755951	-0.180298
C	0.6444314466	-0.5484574889	1.2326252151	0.079631
C	0.7316293993	-2.1014400597	1.3275110951	-0.410937
C	2.2643042525	-1.91601963	1.2044628112	0.430863
O	3.2304502834	-2.6293546431	1.2227345043	-0.358014
N	2.1103988876	-0.5552233483	1.0785952434	-0.326701
H	1.1163324401	1.7924058925	-0.2828344976	0.115332
H	-0.5181786479	1.9424092662	-0.9320164632	0.121955
H	-0.2456213107	2.0897954456	0.8088106897	0.117401
H	-1.1996117308	-0.1793471175	0.2170558047	0.103609
H	0.1669848874	-0.4748970253	-0.8561420336	0.103068
H	0.32781972	-0.0799994816	2.1736178305	0.081577
H	0.4121765055	-2.5396145588	2.2744293278	0.130899
H	0.2730940748	-2.6427697932	0.4974020788	0.128833
H	2.7938662411	0.1875979168	1.081848632	0.248084",73.6151	107.1205	208.4263	237.5831	357.8043	392.5545	440.2081	513.1341	564.9637	708.8402	793.4455	809.264	931.9788	944.4239	964.534	1007.3779	1065.6433	1085.4445	1105.4203	1170.8703	1191.0564	1203.7041	1266.8777	1300.2567	1347.7921	1383.7796	1407.98	1413.5915	1460.6806	1478.1018	1500.9028	1506.2572	1896.1037	3017.448	3024.6566	3031.8736	3063.0905	3084.5551	3098.5098	3108.6058	3143.3174	3609.2823,7.16538,1.53135,1.36524,3.894,61.85,-0.2462,0.0378,0.284,894.6601,0.136738,-325.808333,-325.800958,-325.800014,-325.840001,26.64
CCC1CC(=O)O1,CC[C@H]1CC(=O)O1,"C	-0.0012357933	1.6302642768	-0.0375222775	-0.384614
C	0.2736600965	0.1352148827	0.1477468482	-0.192246
C	0.6663595251	-0.553781363	-1.1430046669	0.153516
C	0.6634209707	-2.0932974139	-1.1837408641	-0.440757
C	-0.4665495224	-1.9040026478	-2.1965571256	0.449933
O	-1.1806011885	-2.5820264938	-2.8614101519	-0.315414
O	-0.4304368064	-0.5344099714	-2.1333521475	-0.251081
H	0.8894199081	2.1551278595	-0.3998141177	0.118181
H	-0.8024860036	1.7863049215	-0.7651606406	0.143002
H	-0.3016109895	2.0934187705	0.9064024539	0.119763
H	1.0851981606	-0.0180900972	0.8709612246	0.107794
H	-0.6130553735	-0.3650143555	0.5565100667	0.108502
H	1.5502059239	-0.091333696	-1.593050089	0.097455
H	1.5529807621	-2.5771137877	-1.5898210881	0.143948
H	0.3607798302	-2.5940312445	-0.2618181245	0.142019",90.2422	120.5867	203.4557	242.0963	385.7477	430.9234	520.6791	530.4377	705.3562	800.2562	814.6631	891.9181	945.2868	961.7863	1011.899	1071.5441	1086.6583	1106.9248	1136.236	1200.9594	1224.3426	1282.9622	1309.2028	1351.2257	1410.18	1414.0961	1456.8685	1474.8896	1498.573	1508.0106	1939.8135	3024.4282	3039.7556	3055.4973	3074.0453	3087.2726	3108.2707	3123.0474	3145.2041,6.91956,1.63045,1.44116,4.1185,57.54,-0.2734,0.0127,0.2862,849.9582,0.12481,-345.692143,-345.685151,-345.684206,-345.723385,25.061
CCN1CC(=O)C1,CCN1CC(=O)C1,"C	-0.0687412795	1.5249758561	0.0776331836	-0.380303
C	-0.075912434	0.0017287789	-0.0187883174	-0.12282
N	0.6371167043	-0.4675256473	-1.1939858517	-0.07765
C	0.0130160921	-0.2384469375	-2.5201351285	-0.28862
C	0.3597708052	-1.6930909977	-2.8699917865	0.393123
O	0.3607654006	-2.3514209925	-3.8647576502	-0.278907
C	0.7233970784	-1.9322000752	-1.3976154775	-0.285829
H	0.9570614679	1.9031600417	0.1055791788	0.128342
H	-0.5734176495	1.9787865855	-0.782017395	0.119892
H	-0.5896073659	1.8559693603	0.9810138244	0.116675
H	0.418020754	-0.4261228582	0.8616609983	0.107473
H	-1.1218358858	-0.3682961266	-0.0066365492	0.074298
H	-1.0798738643	-0.0862645485	-2.4908369839	0.114781
H	0.4644293531	0.5497252974	-3.1311167735	0.13307
H	1.6976198667	-2.3836182688	-1.1818801763	0.131832
H	-0.0615590233	-2.5128835876	-0.8835581056	0.114645",86.4944	112.5662	203.8645	241.5059	343.4606	389.8766	433.0778	499.8946	632.98	749.4501	771.4327	810.353	930.2522	978.1459	1020.4931	1058.2157	1077.7146	1092.8568	1119.8233	1156.5002	1192.764	1221.9171	1256.0055	1299.5447	1320.2081	1393.3562	1414.8354	1457.4526	1478.6787	1489.8552	1494.298	1513.4714	1921.7203	2892.4336	2961.0074	2970.5575	3038.6106	3048.9222	3068.0004	3073.0241	3106.5039	3120.4204,8.12337,1.50529,1.33845,2.653,62.33,-0.2298,-0.0228,0.2071,897.3438,0.13542,-325.767721,-325.760417,-325.759472,-325.79919,26.33
